Model,DataSize,Tris,Verts,DataSize (LOD0),Tris (LOD0),Verts (LOD0),Parts,Bones,LODs,Meshes
mdl/beacon/beacon_wire_cluster_07.rmdl,17100,960,567,17100,960,567,1,1,1,1
mdl/beacon/mendoko_wire_cluster_07.rmdl,17100,960,567,17100,960,567,1,1,1,1
mdl/beacon/beacon_wire_ground_coils_03.rmdl,20424,1044,708,20424,1044,708,1,1,1,1
mdl/mendoko/mendoko_wire_ground_coils_03.rmdl,20424,1044,708,20424,1044,708,1,1,1,1
mdl/ola/sewer_railing_01_64.rmdl,79248,3168,3012,52320,2260,1938,1,1,3,1
mdl/industrial/tripod_cone_v1_high_on.rmdl,46476,1476,1881,21128,708,844,1,1,3,1
mdl/containers/slumcity_oxygen_tank_blue.rmdl,78358,2713,3104,42208,1528,1652,1,1,3,1
mdl/containers/slumcity_oxygen_tank_red.rmdl,78358,2713,3104,42208,1528,1652,1,1,3,1
mdl/imc_base/imc_portable_int_wall_pipe_64_01.rmdl,13488,488,528,8824,324,344,1,1,2,1
mdl/beacon/beacon_wire_cluster_03.rmdl,13236,736,441,13236,736,441,1,1,1,1
mdl/beacon/mendoko_wire_cluster_03.rmdl,13236,736,441,13236,736,441,1,1,1,1
mdl/imc_base/imc_portable_int_wall_pipe_corner_01.rmdl,13244,544,499,13244,544,499,1,1,1,1
mdl/imc_base/imc_portable_int_wall_pipe_32_valve_01.rmdl,70536,2526,2769,32292,1182,1260,1,1,3,1
mdl/ola/sewer_railing_01_32.rmdl,62656,2576,2360,41856,1876,1530,1,1,3,1
mdl/imc_base/imc_portable_int_wall_pipe_32_01.rmdl,34800,1240,1368,19440,720,756,1,1,3,1
mdl/beacon/beacon_wire_cluster_02.rmdl,23448,1328,774,23448,1328,774,1,1,1,1
mdl/beacon/beacon_wire_cluster_01.rmdl,16548,928,549,16548,928,549,1,1,1,1
mdl/beacon/beacon_wire_cluster_04.rmdl,16272,912,540,16272,912,540,1,1,1,1
mdl/beacon/mendoko_wire_cluster_01.rmdl,16548,928,549,16548,928,549,1,1,1,1
mdl/beacon/mendoko_wire_cluster_04.rmdl,16272,912,540,16272,912,540,1,1,1,1
mdl/industrial/fan_mounted.rmdl,61340,2130,2428,30508,1128,1187,1,1,3,1
mdl/imc_base/imc_portable_int_wall_pipe_16_01.rmdl,26080,920,1028,16992,632,660,1,1,3,1
mdl/imc_base/imc_portable_int_wall_pipe_8_01.rmdl,7848,288,306,7848,288,306,1,1,1,1
mdl/IMC_base/conduit_str_64_IMC_01.rmdl,5008,168,200,2656,96,104,1,1,3,1
mdl/signs/signage_plates_metal/sign_plate_c.rmdl,640,20,26,424,14,17,1,1,2,1
mdl/door/canyonlands_door_single_02_hinges.rmdl,14800,440,608,9040,280,368,1,1,3,1
mdl/IMC_base/conduit_str_64_IMC_02.rmdl,2272,72,92,1328,48,52,1,1,3,1
mdl/IMC_base/conduit_str_32_IMC_01.rmdl,11568,528,420,7504,384,260,1,1,3,1
mdl/beacon/beacon_wire_cluster_06.rmdl,24064,1154,857,24064,1154,857,1,1,1,1
mdl/lamps/industrial_wall_light.rmdl,4588,138,188,3564,114,144,1,1,2,1
mdl/IMC_base/conduit_bend_16_IMC_01.rmdl,25482,1357,867,15584,864,520,1,1,3,1
mdl/IMC_base/conduit_str_32_IMC_02.rmdl,4880,240,172,3752,192,130,1,1,2,1
mdl/IMC_base/conduit_str_16_IMC_02.rmdl,8008,408,278,7304,384,250,1,1,2,1
mdl/props/caustic_mug/caustic_mug.rmdl,8748,408,315,8748,408,315,1,1,1,1
mdl/IMC_base/conduit_bend_16_IMC_02.rmdl,6984,384,234,6984,384,234,1,1,1,1
mdl/ola/sewer_grate_01.rmdl,33824,984,1396,17064,544,690,1,1,4,2
mdl/containers/barrel.rmdl,142476,4686,5718,62952,2172,2496,1,1,4,1
mdl/lamps/security_light_01_on.rmdl,69100,2470,2714,36296,1406,1393,1,1,3,1
mdl/colony/farmland_crate_md_80x64x72_03.rmdl,29488,1348,1070,17496,916,600,1,1,4,1
mdl/industrial/security_fence_post.rmdl,12768,418,513,12768,418,513,1,1,1,1
mdl/IMC_base/monitor_command_imc_01.rmdl,19496,476,832,19496,476,832,1,1,1,1
mdl/industrial/electrical_box_green.rmdl,9360,220,402,9360,220,402,1,1,1,1
mdl/IMC_base/monitor_command_small_imc_01.rmdl,19496,476,832,19496,476,832,1,1,1,1
mdl/harmony_mines/halogen_light_ceiling_64.rmdl,3528,128,138,3528,128,138,1,1,1,1
mdl/lamps/industrial_wall_light_on.rmdl,4588,138,188,3564,114,144,1,1,2,1
mdl/lamps/warning_light_ON_red.rmdl,14196,486,564,14196,486,564,1,1,1,1
mdl/fixtures/stasis_light_01_warm.rmdl,80136,3156,3060,49308,2058,1848,1,1,3,2
mdl/lamps/office_desk_lamp.rmdl,30400,980,1226,15712,512,632,1,1,3,1
mdl/IMC_base/imc_tech_tallpanel_48_02.rmdl,4664,124,196,3652,102,152,1,1,2,1
mdl/IMC_base/imc_tech_panel_64_01.rmdl,20200,490,863,10688,268,454,1,1,5,1
mdl/colony/solar_panel_angled_01.rmdl,69184,1694,2951,45784,1154,1943,1,1,3,1
mdl/colony/colony_wall_run_plate.rmdl,123550,2945,5294,71958,1713,3084,1,1,4,1
mdl/IMC_base/imc_antenna_02.rmdl,11240,330,463,11240,330,463,1,1,1,1
mdl/signs/street_sign_arrow.rmdl,1128,28,48,1128,28,48,1,1,1,1
mdl/ola/sewer_staircase_96_quad.rmdl,11728,248,512,11728,248,512,1,1,1,2
mdl/containers/container_medium_tanks_blue.rmdl,152082,5617,5919,83340,3270,3186,1,1,4,1
mdl/barriers/concrete/concrete_barrier_fence_128.rmdl,127530,2855,4600,101658,2279,3666,1,1,3,4
mdl/industrial/traffic_cone_01.rmdl,4718,143,193,3056,96,124,1,1,2,1
mdl/domestic/nessy_doll.rmdl,53076,2996,1755,35980,2070,1178,1,1,2,1
mdl/electricalboxes/fusebox_small_a.rmdl,3032,92,124,3032,92,124,1,1,1,1
mdl/rise/catwalk_hanging_wires_01.rmdl,23712,1272,804,23712,1272,804,1,1,1,3
mdl/menu/menu_cubemap.rmdl,52300,3120,1679,52300,3120,1679,1,1,1,1
mdl/imc_base/light_wall_imc_01_on.rmdl,11172,462,420,5048,228,184,1,1,4,1
mdl/pipes/slum_pipe_large_blue_512_01.rmdl,59064,1860,1996,34944,1120,1176,1,1,3,2
mdl/pipes/slum_pipe_large_yellow_512_01.rmdl,59064,1860,1996,34944,1120,1176,1,1,3,2
mdl/pipes/slum_pipe_large_yellow_256_01.rmdl,38808,1220,1312,22464,720,756,1,1,3,2
mdl/pipes/slum_pipe_large_yellow_angle_01.rmdl,32532,1270,1038,21408,880,672,1,1,3,2
mdl/pipes/slum_pipe_large_yellow_128_01.rmdl,21696,680,734,12480,400,420,1,1,3,2
mdl/desertlands/industrial_metal_frame_wall_256x144_04.rmdl,19352,512,814,8264,244,340,1,1,4,2
mdl/pipes/slum_pipe_large_yellow_angle45_01.rmdl,26220,930,860,16944,640,546,1,1,3,2
mdl/cockpit/ship_console_control_med_v1.rmdl,74812,2282,3056,74812,2282,3056,1,1,1,3
mdl/IMC_base/imc_tech_smallpanel_48_03.rmdl,12120,300,516,6448,168,272,1,1,4,2
mdl/ola/sewer_staircase_quad.rmdl,10624,224,464,10624,224,464,1,1,1,2
mdl/ola/sewer_staircase_end_02.rmdl,5624,124,244,5624,124,244,1,1,1,2
mdl/ola/sewer_staircase_48_quad.rmdl,9016,196,392,9016,196,392,1,1,1,2
mdl/ola/sewer_staircase_96_double.rmdl,6048,128,264,6048,128,264,1,1,1,2
mdl/ola/sewer_staircase_32_quad.rmdl,9176,196,400,9176,196,400,1,1,1,2
mdl/containers/underbelly_cargo_container_128_red_02.rmdl,47724,994,1740,46428,970,1692,1,1,2,2
mdl/containers/underbelly_cargo_container_128_blue_02.rmdl,48060,1002,1752,46764,978,1704,1,1,2,2
mdl/water/water_puddle_decal_01.rmdl,92,2,4,92,2,4,1,1,1,1
mdl/angel_city/keypad_01.rmdl,14060,394,580,11456,332,470,1,1,2,2
mdl/mendoko/mendoko_handscanner_01.rmdl,15670,441,600,11224,342,433,1,1,2,2
mdl/weapons/projectiles/projectile_grapple_hook_anchor_bolt.rmdl,18252,662,714,18252,662,714,1,1,1,1
mdl/Gibs/wood_gib01e.rmdl,2744,64,118,2744,64,118,1,1,1,1
mdl/Gibs/wood_gib01d.rmdl,5892,142,252,5892,142,252,1,1,1,1
mdl/Gibs/wood_gib01c.rmdl,3276,66,144,3276,66,144,1,1,1,1
mdl/Gibs/wood_gib01b.rmdl,2868,58,126,2868,58,126,1,1,1,1
mdl/Gibs/wood_gib01a.rmdl,4412,112,187,4412,112,187,1,1,1,1
mdl/Gibs/Glass_shard01.rmdl,2864,84,118,2864,84,118,1,1,1,1
mdl/Gibs/Glass_shard02.rmdl,1400,40,58,1400,40,58,1,1,1,1
mdl/Gibs/Glass_shard03.rmdl,1688,48,70,1688,48,70,1,1,1,1
mdl/Gibs/Glass_shard04.rmdl,3088,88,128,3088,88,128,1,1,1,1
mdl/Gibs/Glass_shard05.rmdl,2120,60,88,2120,60,88,1,1,1,1
mdl/Gibs/Glass_shard06.rmdl,1212,32,51,1212,32,51,1,1,1,1
mdl/props_debris/concrete_chunk08a.rmdl,6040,340,200,6040,340,200,1,1,1,1
mdl/props_debris/concrete_chunk09a.rmdl,1492,72,53,1492,72,53,1,1,1,1
mdl/props_debris/concrete_chunk03a.rmdl,1044,34,42,1044,34,42,1,1,1,1
mdl/props_debris/concrete_chunk07a.rmdl,784,34,29,784,34,29,1,1,1,1
mdl/props_debris/concrete_chunk02a.rmdl,2996,116,115,1724,84,61,1,1,2,1
mdl/Gibs/metal_gib1.rmdl,1912,52,80,1912,52,80,1,1,1,1
mdl/Gibs/metal_gib2.rmdl,1128,28,48,1128,28,48,1,1,1,1
mdl/Gibs/metal_gib3.rmdl,1352,32,58,1352,32,58,1,1,1,1
mdl/Gibs/metal_gib4.rmdl,1464,44,60,1464,44,60,1,1,1,1
mdl/Gibs/metal_gib5.rmdl,1384,44,56,1384,44,56,1,1,1,1
mdl/dev/envballs.rmdl,30076,978,956,30076,978,956,1,1,1,6
mdl/props/zipline_balloon/zipline_balloon_base.rmdl,626580,19218,21303,336024,11016,11247,1,1,5,5
mdl/props/zipline_balloon/zipline_balloon.rmdl,86706,2631,2955,48138,1599,1606,1,1,3,4
mdl/weapons_r5/loot/w_loot_wep_iso_health_main_large.rmdl,67872,2462,2655,41600,1610,1597,1,1,3,1
mdl/weapons_r5/loot/w_loot_wep_iso_health_main_small.rmdl,18036,606,720,9912,372,384,1,1,3,1
mdl/weapons_r5/loot/w_loot_wep_iso_shield_battery_large.rmdl,90720,2814,2637,46012,1532,1315,1,1,4,2
mdl/weapons_r5/loot/w_loot_wep_iso_shield_battery_small.rmdl,75952,2238,2233,39856,1276,1150,1,1,4,2
mdl/weapons_r5/loot/w_loot_wep_iso_phoenix_kit_v1.rmdl,90720,2814,2637,46012,1532,1315,1,1,4,2
mdl/fx/plasma_sphere_01.rmdl,14568,760,417,14568,760,417,1,1,1,1
mdl/fx/ar_edge_sphere_512.rmdl,125848,5460,2909,125848,5460,2909,1,1,1,1
mdl/IMC_base/camera_imc_base_01.rmdl,5440,140,230,5440,140,230,1,1,1,1
mdl/IMC_base/camera_imc_01.rmdl,131856,4266,5313,65992,2302,2609,1,1,3,1
mdl/robots/drone_frag/drone_frag_loot.rmdl,0,0,0,0,0,0,1,37,0,0
mdl/dev/editor_ref.rmdl,1104,24,48,1104,24,48,1,1,1,1
mdl/Humans/class/medium/combat_dummie_medium.rmdl,0,0,0,0,0,0,1,69,0,0
mdl/fx/ar_survival_radius_1x100.rmdl,48376,2052,1442,48376,2052,1442,1,1,1,3
mdl/props/charm/charm_fireball.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_yeti.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_crow.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_rank_gold.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_rank_diamond.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_rank_predator.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_nessy.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_lifeline_drone.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_rank_platinum.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_pumpkin.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_gas_canister.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_jester.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_nessy_ghost.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_clown.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/charm/charm_witch.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/robots/drone_frag/drone_frag.rmdl,0,0,0,0,0,0,1,26,0,0
mdl/vehicle/droppod_fireteam/droppod_fireteam.rmdl,0,0,0,0,0,0,1,55,0,0
mdl/vehicle/droppod_loot/droppod_loot_LL_holo.rmdl,30554,591,844,30554,591,844,1,1,1,1
mdl/robots/marvin/marvin_gladcard.rmdl,0,0,0,0,0,0,4,94,0,0
mdl/menu/xp_badge.rmdl,8728,308,344,8728,308,344,1,1,1,1
mdl/menu/coin.rmdl,3448,128,134,3448,128,134,1,1,1,1
mdl/currency/crafting/currency_crafting_epic.rmdl,113224,2684,4856,113224,2684,4856,1,1,1,1
mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sniper.rmdl,35244,850,942,23384,596,619,1,1,3,1
mdl/robots/marvin/marvin.rmdl,0,0,0,0,0,0,4,56,0,0
mdl/weapons/empty_handed/ptpov_emptyhand.rmdl,104232,3596,2952,104232,3596,2952,1,99,1,2
mdl/weapons/empty_handed/w_empty_handed_human.rmdl,0,0,0,0,0,0,1,10,0,0
mdl/Weapons/ptpov_energy_sword/ptpov_energy_sword.rmdl,29284,874,1202,29284,874,1202,1,1,1,1
mdl/Weapons/w_energy_sword/w_energy_sword.rmdl,29284,874,1202,29284,874,1202,1,1,1,1
mdl/weapons/data_knife/ptpov_data_knife.rmdl,0,0,0,0,0,0,1,79,0,0
mdl/weapons/b3wing/ptpov_b3wing.rmdl,0,0,0,0,0,0,16,115,0,0
mdl/weapons/b3wing/w_b3wing.rmdl,0,0,0,0,0,0,15,15,0,0
mdl/weapons/alternator_smg/ptpov_alternator_smg.rmdl,0,0,0,0,0,0,17,121,0,0
mdl/weapons/alternator_smg/w_alternator_smg.rmdl,0,0,0,0,0,0,15,13,0,0
mdl/weapons/gibraltar_bubbleshield/w_gibraltar_bubbleshield.rmdl,0,0,0,0,0,0,1,6,0,0
mdl/weapons/gibraltar_bubbleshield/ptpov_gibraltar_bubbleshield_held.rmdl,0,0,0,0,0,0,1,141,0,0
mdl/weapons/rspn101_dmr/ptpov_rspn101_dmr.rmdl,0,0,0,0,0,0,20,113,0,0
mdl/weapons/rspn101_dmr/w_rspn101_dmr.rmdl,0,0,0,0,0,0,19,16,0,0
mdl/weapons/rspn101_dmr/ptpov_rspn101_dmr_legendary_01.rmdl,0,0,0,0,0,0,20,113,0,0
mdl/weapons/rspn101_dmr/w_rspn101_dmr_legendary_01.rmdl,0,0,0,0,0,0,19,16,0,0
mdl/weapons/doubletake/ptpov_doubletake.rmdl,0,0,0,0,0,0,22,127,0,0
mdl/weapons/doubletake/w_doubletake.rmdl,0,0,0,0,0,0,18,18,0,0
mdl/weapons/peacekeeper/ptpov_peacekeeper.rmdl,0,0,0,0,0,0,17,110,0,0
mdl/weapons/peacekeeper/w_peacekeeper.rmdl,0,0,0,0,0,0,16,14,0,0
mdl/weapons/lmg_hemlok/ptpov_lmg_hemlok.rmdl,0,0,0,0,0,0,16,109,0,0
mdl/weapons/lmg_hemlok/w_lmg_hemlok.rmdl,0,0,0,0,0,0,15,13,0,0
mdl/weapons/lstar/ptpov_lstar.rmdl,0,0,0,0,0,0,16,125,0,0
mdl/weapons/lstar/w_lstar.rmdl,0,0,0,0,0,0,15,15,0,0
mdl/weapons/mastiff_stgn/ptpov_mastiff.rmdl,0,0,0,0,0,0,18,119,0,0
mdl/weapons/mastiff_stgn/w_mastiff.rmdl,0,0,0,0,0,0,15,14,0,0
mdl/weapons/w1128/ptpov_w1128.rmdl,0,0,0,0,0,0,17,111,0,0
mdl/weapons/w1128/w_w1128.rmdl,0,0,0,0,0,0,15,14,0,0
mdl/weapons/w1128/ptpov_w1128_legendary_01.rmdl,0,0,0,0,0,0,17,110,0,0
mdl/weapons/w1128/w_w1128_legendary_01.rmdl,0,0,0,0,0,0,15,14,0,0
mdl/weapons/pstl_sa3/ptpov_pstl_sa3.rmdl,0,0,0,0,0,0,16,114,0,0
mdl/weapons/pstl_sa3/w_pstl_sa3.rmdl,0,0,0,0,0,0,15,18,0,0
mdl/weapons/bullets/projectile_20mm.rmdl,2140,100,77,2140,100,77,1,1,1,1
mdl/weapons/at_rifle/ptpov_at_rifle.rmdl,0,0,0,0,0,0,20,115,0,0
mdl/weapons/at_rifle/w_at_rifle.rmdl,0,0,0,0,0,0,18,17,0,0
mdl/weapons/r97/ptpov_r97.rmdl,0,0,0,0,0,0,18,111,0,0
mdl/weapons/r97/w_r97.rmdl,0,0,0,0,0,0,16,13,0,0
mdl/weapons/r97/ptpov_r97_legendary_01.rmdl,0,0,0,0,0,0,18,110,0,0
mdl/weapons/r97/w_r97_legendary_01.rmdl,0,0,0,0,0,0,16,13,0,0
mdl/weapons/empty_handed/ptpov_mirage_holopilot.rmdl,0,0,0,0,0,0,1,88,0,0
mdl/weapons/empty_handed/w_empty_handed_mirage.rmdl,0,0,0,0,0,0,1,33,0,0
mdl/weapons/m1a1_hemlok/ptpov_hemlok.rmdl,0,0,0,0,0,0,16,107,0,0
mdl/weapons/m1a1_hemlok/w_hemlok.rmdl,0,0,0,0,0,0,15,12,0,0
mdl/weapons/m1a1_hemlok/ptpov_hemlok_legendary_01.rmdl,0,0,0,0,0,0,16,107,0,0
mdl/weapons/m1a1_hemlok/w_hemlok_legendary_01.rmdl,0,0,0,0,0,0,15,12,0,0
mdl/weapons/p2011_auto/ptpov_p2011_auto.rmdl,0,0,0,0,0,0,17,109,0,0
mdl/weapons/p2011_auto/w_p2011_auto.rmdl,0,0,0,0,0,0,16,13,0,0
mdl/weapons/grenades/w_thermite_grenade_projectile.rmdl,34964,1244,1375,18238,693,704,1,1,4,1
mdl/weapons/grenades/ptpov_thermite_grenade_held.rmdl,0,0,0,0,0,0,1,110,0,0
mdl/weapons/grenades/w_thermite_grenade.rmdl,0,0,0,0,0,0,1,4,0,0
mdl/props/lifeline_drone/lifeline_drone.rmdl,0,0,0,0,0,0,1,46,0,0
mdl/weapons/lifeline_drone/ptpov_lifeline_drone_held.rmdl,0,0,0,0,0,0,1,120,0,0
mdl/weapons/vinson/ptpov_vinson.rmdl,0,0,0,0,0,0,15,112,0,0
mdl/weapons/vinson/w_vinson.rmdl,0,0,0,0,0,0,14,14,0,0
mdl/weapons/prowler_smg/ptpov_prowler_smg.rmdl,0,0,0,0,0,0,17,110,0,0
mdl/weapons/prowler_smg/w_prowler_smg.rmdl,0,0,0,0,0,0,17,13,0,0
